Model,Storage,Status,Quality,Price
IPHONE 16,128GB,locked,fair,$237.00
IPHONE 16,128GB,locked,damaged,$155.00
IPHONE 16,128GB,unlocked,flawless,$408.17
IPHONE 16,128GB,unlocked,good,$408.17
IPHONE 16,128GB,unlocked,fair,$337.00
IPHONE 16,128GB,unlocked,damaged,$239.00
IPHONE 16,256GB,locked,flawless,$383.00
IPHONE 16,256GB,locked,good,$343.00
IPHONE 16,256GB,locked,fair,$269.00
IPHONE 16,256GB,locked,damaged,$195.00
IPHONE 16,256GB,unlocked,flawless,$472.17
IPHONE 16,256GB,unlocked,good,$442.00
IPHONE 16,256GB,unlocked,fair,$367.00
IPHONE 16,256GB,unlocked,damaged,$289.00
IPHONE 16,512GB,locked,flawless,$410.00
IPHONE 16,512GB,locked,good,$361.00
IPHONE 16,512GB,locked,fair,$297.00
IPHONE 16,512GB,locked,damaged,$245.00
IPHONE 16,512GB,unlocked,flawless,$516.00
IPHONE 16,512GB,unlocked,good,$472.00
IPHONE 16,512GB,unlocked,fair,$397.00
IPHONE 16,512GB,unlocked,damaged,$339.00
IPHONE 16 PLUS,128GB,locked,flawless,$411.48
IPHONE 16 PLUS,128GB,locked,good,$382.00
IPHONE 16 PLUS,128GB,locked,fair,$309.00
IPHONE 16 PLUS,128GB,locked,damaged,$220.00
IPHONE 16 PLUS,128GB,unlocked,flawless,$420.17
IPHONE 16 PLUS,128GB,unlocked,good,$420.17
IPHONE 16 PLUS,128GB,unlocked,fair,$394.09
IPHONE 16 PLUS,128GB,unlocked,damaged,$258.00
IPHONE 16 PLUS,256GB,locked,flawless,$460.00
IPHONE 16 PLUS,256GB,locked,good,$421.00
IPHONE 16 PLUS,256GB,locked,fair,$349.00
IPHONE 16 PLUS,256GB,locked,damaged,$260.00
IPHONE 16 PLUS,256GB,unlocked,flawless,$512.17
IPHONE 16 PLUS,256GB,unlocked,good,$512.17
IPHONE 16 PLUS,256GB,unlocked,fair,$446.00
IPHONE 16 PLUS,256GB,unlocked,damaged,$318.00
IPHONE 16 PLUS,512GB,locked,flawless,$498.00
IPHONE 16 PLUS,512GB,locked,good,$457.00
IPHONE 16 PLUS,512GB,locked,fair,$383.00
IPHONE 16 PLUS,512GB,locked,damaged,$305.00
IPHONE 16 PLUS,512GB,unlocked,flawless,$606.00
IPHONE 16 PLUS,512GB,unlocked,good,$576.00
IPHONE 16 PLUS,512GB,unlocked,fair,$481.00
IPHONE 16 PLUS,512GB,unlocked,damaged,$348.00
IPHONE 16 PRO,1TB,locked,flawless,$479.48
IPHONE 16 PRO,1TB,locked,good,$479.48
IPHONE 16 PRO,1TB,locked,fair,$462.09
IPHONE 16 PRO,1TB,locked,damaged,$444.00
IPHONE 16 PRO,1TB,unlocked,flawless,$488.17
IPHONE 16 PRO,1TB,unlocked,good,$488.17
IPHONE 16 PRO,1TB,unlocked,fair,$462.09
IPHONE 16 PRO,1TB,unlocked,damaged,$444.70
IPHONE 16 PRO,128GB,locked,flawless,$499.00
IPHONE 16 PRO,128GB,locked,good,$462.00
IPHONE 16 PRO,128GB,locked,fair,$387.00
IPHONE 16 PRO,128GB,locked,damaged,$255.00
IPHONE 16 PRO,128GB,unlocked,flawless,$554.99
IPHONE 16 PRO,128GB,unlocked,good,$522.00
IPHONE 16 PRO,128GB,unlocked,fair,$456.00
IPHONE 16 PRO,128GB,unlocked,damaged,$315.00
IPHONE 16 PRO,256GB,locked,flawless,$527.48
IPHONE 16 PRO,256GB,locked,good,$507.00
IPHONE 16 PRO,256GB,locked,fair,$431.00
IPHONE 16 PRO,256GB,locked,damaged,$324.00
IPHONE 16 PRO,256GB,unlocked,flawless,$536.17
IPHONE 16 PRO,256GB,unlocked,good,$536.17
IPHONE 16 PRO,256GB,unlocked,fair,$506.00
IPHONE 16 PRO,256GB,unlocked,damaged,$414.00
IPHONE 16 PRO,512GB,locked,flawless,$569.00
IPHONE 16 PRO,512GB,locked,good,$537.00
IPHONE 16 PRO,512GB,locked,fair,$471.00
IPHONE 16 PRO,512GB,locked,damaged,$389.00
IPHONE 16 PRO,512GB,unlocked,flawless,$604.17
IPHONE 16 PRO,512GB,unlocked,good,$604.17
IPHONE 16 PRO,512GB,unlocked,fair,$546.00
IPHONE 16 PRO,512GB,unlocked,damaged,$484.00
IPHONE 16 PRO MAX,1TB,locked,flawless,$751.48
IPHONE 16 PRO MAX,1TB,locked,good,$727.00
IPHONE 16 PRO MAX,1TB,locked,fair,$641.00
IPHONE 16 PRO MAX,1TB,locked,damaged,$524.00
IPHONE 16 PRO MAX,1TB,unlocked,flawless,$760.17
IPHONE 16 PRO MAX,1TB,unlocked,good,$760.17
IPHONE 16 PRO MAX,1TB,unlocked,fair,$734.09
IPHONE 16 PRO MAX,1TB,unlocked,damaged,$634.00
IPHONE 16 PRO MAX,256GB,locked,flawless,$615.48
IPHONE 16 PRO MAX,256GB,locked,good,$577.00
IPHONE 16 PRO MAX,256GB,locked,fair,$491.00
IPHONE 16 PRO MAX,256GB,locked,damaged,$384.00
IPHONE 16 PRO MAX,256GB,unlocked,flawless,$624.17
IPHONE 16 PRO MAX,256GB,unlocked,good,$624.17
IPHONE 16 PRO MAX,256GB,unlocked,fair,$596.00
IPHONE 16 PRO MAX,256GB,unlocked,damaged,$494.00
IPHONE 16 PRO MAX,512GB,locked,flawless,$679.48
IPHONE 16 PRO MAX,512GB,locked,good,$637.00
IPHONE 16 PRO MAX,512GB,locked,fair,$551.00
IPHONE 16 PRO MAX,512GB,locked,damaged,$454.00
IPHONE 16 PRO MAX,512GB,unlocked,flawless,$688.17
IPHONE 16 PRO MAX,512GB,unlocked,good,$688.17
IPHONE 16 PRO MAX,512GB,unlocked,fair,$656.00
IPHONE 16 PRO MAX,512GB,unlocked,damaged,$564.00
iPhone 16 SE,128GB,locked,flawless,$188.00
iPhone 16 SE,128GB,locked,good,$156.00
iPhone 16 SE,128GB,locked,fair,$106.00
iPhone 16 SE,128GB,locked,damaged,$93.00
iPhone 16 SE,128GB,unlocked,flawless,$278.09
iPhone 16 SE,128GB,unlocked,good,$259.00
iPhone 16 SE,128GB,unlocked,fair,$193.00
iPhone 16 SE,128GB,unlocked,damaged,$113.00
iPhone 16 SE,256GB,locked,flawless,$258.00
iPhone 16 SE,256GB,locked,good,$218.00
iPhone 16 SE,256GB,locked,fair,$162.00
iPhone 16 SE,256GB,locked,damaged,$108.00
iPhone 16 SE,256GB,unlocked,flawless,$331.00
iPhone 16 SE,256GB,unlocked,good,$321.00
iPhone 16 SE,256GB,unlocked,fair,$261.00
iPhone 16 SE,256GB,unlocked,damaged,$133.00
S20 FE,128GB,locked,flawless,$56.00
S20 FE,128GB,locked,good,$46.00
S20 FE,128GB,locked,fair,$31.00
S20 FE,128GB,locked,damaged,$11.00
S20 FE,128GB,unlocked,flawless,$66.00
S20 FE,128GB,unlocked,good,$56.00
S20 FE,128GB,unlocked,fair,$31.00
S20 FE,128GB,unlocked,damaged,$11.00
S21,128GB,locked,flawless,$72.00
S21,128GB,locked,good,$61.00
S21,128GB,locked,fair,$42.00
S21,128GB,locked,damaged,$21.00
S21,128GB,unlocked,flawless,$87.00
S21,128GB,unlocked,good,$71.00
S21,128GB,unlocked,fair,$52.00
S21,128GB,unlocked,damaged,$18.00
S21 FE,128GB,locked,flawless,$66.00
S21 FE,128GB,locked,good,$56.00
S21 FE,128GB,locked,fair,$36.00
S21 FE,128GB,locked,damaged,$12.00
S21 FE,128GB,unlocked,flawless,$86.00
S21 FE,128GB,unlocked,good,$66.00
S21 FE,128GB,unlocked,fair,$41.00
S21 FE,128GB,unlocked,damaged,$12.00
S21 ULTRA,128GB,locked,flawless,$142.00
S21 ULTRA,128GB,locked,good,$126.00
S21 ULTRA,128GB,locked,fair,$77.00
S21 ULTRA,128GB,locked,damaged,$26.00
S21 ULTRA,128GB,unlocked,flawless,$152.00
S21 ULTRA,128GB,unlocked,good,$136.00
S21 ULTRA,128GB,unlocked,fair,$87.00
S21 ULTRA,128GB,unlocked,damaged,$31.00
S21+,128GB,locked,flawless,$102.19
S21+,128GB,locked,good,$96.00
S21+,128GB,locked,fair,$57.00
S21+,128GB,locked,damaged,$26.00
S21+,128GB,unlocked,flawless,$109.00
S21+,128GB,unlocked,good,$98.00
S21+,128GB,unlocked,fair,$71.00
S21+,128GB,unlocked,damaged,$31.00
S22,128GB,locked,flawless,$98.54
S22,128GB,locked,good,$86.00
S22,128GB,locked,fair,$49.00
S22,128GB,locked,damaged,$26.00
S22,128GB,unlocked,flawless,$106.19
S22,128GB,unlocked,good,$101.00
S22,128GB,unlocked,fair,$67.00
S22,128GB,unlocked,damaged,$31.00
S22,256gb,locked,flawless,$109.00
S22,256gb,locked,good,$94.00
S22,256gb,locked,fair,$57.00
S22,256gb,locked,damaged,$26.00
S22,256gb,unlocked,flawless,$125.43
S22,256gb,unlocked,good,$112.00
S22,256gb,unlocked,fair,$93.00
S22,256gb,unlocked,damaged,$37.00
S22 ULTRA,128GB,locked,flawless,$159.00
S22 ULTRA,128GB,locked,good,$139.00
S22 ULTRA,128GB,locked,fair,$97.00
S22 ULTRA,128GB,locked,damaged,$37.00
S22 ULTRA,128GB,unlocked,flawless,$188.00
S22 ULTRA,128GB,unlocked,good,$166.00
S22 ULTRA,128GB,unlocked,fair,$127.00
S22 ULTRA,128GB,unlocked,damaged,$56.00
S22 ULTRA,256gb,locked,flawless,$171.00
S22 ULTRA,256gb,locked,good,$147.00
S22 ULTRA,256gb,locked,fair,$96.00
S22 ULTRA,256gb,locked,damaged,$46.00
S22 ULTRA,256gb,unlocked,flawless,$218.00
S22 ULTRA,256gb,unlocked,good,$197.00
S22 ULTRA,256gb,unlocked,fair,$148.00
S22 ULTRA,256gb,unlocked,damaged,$57.00
S22+,128GB,locked,flawless,$113.36
S22+,128GB,locked,good,$101.00
S22+,128GB,locked,fair,$64.00
S22+,128GB,locked,damaged,$31.00
S22+,128GB,unlocked,flawless,$120.59
S22+,128GB,unlocked,good,$119.00
S22+,128GB,unlocked,fair,$83.00
S22+,128GB,unlocked,damaged,$36.00
S22+,256gb,locked,flawless,$121.00
S22+,256gb,locked,good,$114.00
S22+,256gb,locked,fair,$78.00
S22+,256gb,locked,damaged,$34.00
S22+,256gb,unlocked,flawless,$147.90
S22+,256gb,unlocked,good,$133.00
S22+,256gb,unlocked,fair,$109.00
S22+,256gb,unlocked,damaged,$43.00
S23,128GB,locked,flawless,$149.81
S23,128GB,locked,good,$138.00
S23,128GB,locked,fair,$92.00
S23,128GB,locked,damaged,$52.00
S23,128GB,unlocked,flawless,$157.60
S23,128GB,unlocked,good,$158.78
S23,128GB,unlocked,fair,$107.00
S23,128GB,unlocked,damaged,$57.00
S23,256gb,locked,flawless,$178.00
S23,256gb,locked,good,$157.00
S23,256gb,locked,fair,$104.00
S23,256gb,locked,damaged,$52.00
S23,256gb,unlocked,flawless,$195.86
S23,256gb,unlocked,good,$187.00
S23,256gb,unlocked,fair,$173.00
S23,256gb,unlocked,damaged,$63.00
S23 ULTRA,256gb,locked,flawless,$288.00
S23 ULTRA,256gb,locked,good,$247.00
S23 ULTRA,256gb,locked,fair,$193.00
S23 ULTRA,256gb,locked,damaged,$123.00
S23 ULTRA,256gb,unlocked,flawless,$295.23
S23 ULTRA,256gb,unlocked,good,$295.93
S23 ULTRA,256gb,unlocked,fair,$269.00
S23 ULTRA,256gb,unlocked,damaged,$123.00
S23+,256GB,locked,flawless,$195.03
S23+,256GB,locked,good,$193.00
S23+,256GB,locked,fair,$103.00
S23+,256GB,locked,damaged,$92.00
S23+,256GB,unlocked,flawless,$202.05
S23+,256GB,unlocked,good,$203.93
S23+,256GB,unlocked,fair,$132.00
S23+,256GB,unlocked,damaged,$112.00
S23+,512GB,locked,flawless,$209.36
S23+,512GB,locked,good,$207.00
S23+,512GB,locked,fair,$122.00
S23+,512GB,locked,damaged,$97.00
S23+,512GB,unlocked,flawless,$215.90
S23+,512GB,unlocked,good,$218.26
S23+,512GB,unlocked,fair,$157.00
S23+,512GB,unlocked,damaged,$117.00
S23FE,128GB,locked,flawless,$128.38
S23FE,128GB,locked,good,$106.00
S23FE,128GB,locked,fair,$61.00
S23FE,128GB,locked,damaged,$31.00
S23FE,128GB,unlocked,flawless,$135.69
S23FE,128GB,unlocked,good,$126.00
S23FE,128GB,unlocked,fair,$98.00
S23FE,128GB,unlocked,damaged,$33.00
S23FE,256gb,locked,flawless,$143.00
S23FE,256gb,locked,good,$114.00
S23FE,256gb,locked,fair,$62.00
S23FE,256gb,locked,damaged,$36.00
S23FE,256gb,unlocked,flawless,$163.00
S23FE,256gb,unlocked,good,$142.00
S23FE,256gb,unlocked,fair,$108.00
S23FE,256gb,unlocked,damaged,$43.00
S24,128GB,locked,flawless,$210.40
S24,128GB,locked,good,$186.00
S24,128GB,locked,fair,$171.00
S24,128GB,locked,damaged,$92.00
S24,128GB,unlocked,flawless,$215.69
S24,128GB,unlocked,good,$217.91
S24,128GB,unlocked,fair,$187.00
S24,128GB,unlocked,damaged,$132.00
S24,256gb,locked,flawless,$215.00
S24,256gb,locked,good,$194.00
S24,256gb,locked,fair,$128.00
S24,256gb,locked,damaged,$103.00
S24,256gb,unlocked,flawless,$285.60
S24,256gb,unlocked,good,$267.00
S24,256gb,unlocked,fair,$218.00
S24,256gb,unlocked,damaged,$143.00
S24 FE,128GB,locked,flawless,$164.00
S24 FE,128GB,locked,good,$136.00
S24 FE,128GB,locked,fair,$92.00
S24 FE,128GB,locked,damaged,$66.00
S24 FE,128GB,unlocked,flawless,$202.89
S24 FE,128GB,unlocked,good,$194.00
S24 FE,128GB,unlocked,fair,$127.00
S24 FE,128GB,unlocked,damaged,$81.00
S24 FE,256gb,locked,flawless,$179.00
S24 FE,256gb,locked,good,$143.00
S24 FE,256gb,locked,fair,$97.00
S24 FE,256gb,locked,damaged,$67.00
S24 FE,256gb,unlocked,flawless,$217.22
S24 FE,256gb,unlocked,good,$218.00
S24 FE,256gb,unlocked,fair,$148.00
S24 FE,256gb,unlocked,damaged,$87.00
S24 ULTRA,256GB,locked,flawless,$353.00
S24 ULTRA,256GB,locked,good,$315.00
S24 ULTRA,256GB,locked,fair,$232.00
S24 ULTRA,256GB,locked,damaged,$107.00
S24 ULTRA,256GB,unlocked,flawless,$440.17
S24 ULTRA,256GB,unlocked,good,$375.00
S24 ULTRA,256GB,unlocked,fair,$332.00
S24 ULTRA,256GB,unlocked,damaged,$157.00
S24 ULTRA,512GB,locked,flawless,$398.00
S24 ULTRA,512GB,locked,good,$337.00
S24 ULTRA,512GB,locked,fair,$252.00
S24 ULTRA,512GB,locked,damaged,$122.00
S24 ULTRA,512GB,unlocked,flawless,$464.17
S24 ULTRA,512GB,unlocked,good,$421.00
S24 ULTRA,512GB,unlocked,fair,$352.00
S24 ULTRA,512GB,unlocked,damaged,$172.00
S24+,256GB,locked,flawless,$263.00
S24+,256GB,locked,good,$231.00
S24+,256GB,locked,fair,$152.00
S24+,256GB,locked,damaged,$91.00
S24+,256GB,unlocked,flawless,$298.82
S24+,256GB,unlocked,good,$301.00
S24+,256GB,unlocked,fair,$222.00
S24+,256GB,unlocked,damaged,$107.00
S24+,512GB,locked,flawless,$334.00
S24+,512GB,locked,good,$283.00
S24+,512GB,locked,fair,$217.00
S24+,512GB,locked,damaged,$101.00
S24+,512GB,unlocked,flawless,$380.17
S24+,512GB,unlocked,good,$356.00
S24+,512GB,unlocked,fair,$292.00
S24+,512GB,unlocked,damaged,$117.00
S25,128GB,locked,flawless,$299.17
S25,128GB,locked,good,$275.00
S25,128GB,locked,fair,$177.00
S25,128GB,locked,damaged,$81.00
S25,128GB,unlocked,flawless,$305.84
S25,128GB,unlocked,good,$308.00
S25,128GB,unlocked,fair,$252.00
S25,128GB,unlocked,damaged,$87.00
S25,256gb,locked,flawless,$314.00
S25,256gb,locked,good,$284.00
S25,256gb,locked,fair,$170.00
S25,256gb,locked,damaged,$92.00
S25,256gb,unlocked,flawless,$384.17
S25,256gb,unlocked,good,$353.00
S25,256gb,unlocked,fair,$283.00
S25,256gb,unlocked,damaged,$98.00
S25 EDGE,256gb,locked,flawless,$376.00
S25 EDGE,256gb,locked,good,$327.00
S25 EDGE,256gb,locked,fair,$206.00
S25 EDGE,256gb,locked,damaged,$88.00
S25 EDGE,256gb,unlocked,flawless,$408.17
S25 EDGE,256gb,unlocked,good,$408.17
S25 EDGE,256gb,unlocked,fair,$206.00
S25 EDGE,256gb,unlocked,damaged,$88.00
S25 EDGE,512GB,locked,flawless,$417.00
S25 EDGE,512GB,locked,good,$366.00
S25 EDGE,512GB,locked,fair,$277.00
S25 EDGE,512GB,locked,damaged,$92.00
S25 EDGE,512GB,unlocked,flawless,$488.17
S25 EDGE,512GB,unlocked,good,$466.00
S25 EDGE,512GB,unlocked,fair,$377.00
S25 EDGE,512GB,unlocked,damaged,$117.00
S25 ULTRA,256GB,locked,flawless,$558.00
S25 ULTRA,256GB,locked,good,$496.00
S25 ULTRA,256GB,locked,fair,$422.00
S25 ULTRA,256GB,locked,damaged,$204.00
S25 ULTRA,256GB,unlocked,flawless,$584.17
S25 ULTRA,256GB,unlocked,good,$584.17
S25 ULTRA,256GB,unlocked,fair,$521.00
S25 ULTRA,256GB,unlocked,damaged,$191.00
S25 ULTRA,512GB,locked,flawless,$587.00
S25 ULTRA,512GB,locked,good,$526.00
S25 ULTRA,512GB,locked,fair,$476.00
S25 ULTRA,512GB,locked,damaged,$224.00
S25 ULTRA,512GB,unlocked,flawless,$676.17
S25 ULTRA,512GB,unlocked,good,$640.00
S25 ULTRA,512GB,unlocked,fair,$576.00
S25 ULTRA,512GB,unlocked,damaged,$211.00
S25+,256GB,locked,flawless,$399.48
S25+,256GB,locked,good,$356.00
S25+,256GB,locked,fair,$306.00
S25+,256GB,locked,damaged,$87.00
S25+,256GB,unlocked,flawless,$408.17
S25+,256GB,unlocked,good,$408.17
S25+,256GB,unlocked,fair,$361.00
S25+,256GB,unlocked,damaged,$92.00
S25+,512GB,locked,flawless,$463.00
S25+,512GB,locked,good,$406.00
S25+,512GB,locked,fair,$342.00
S25+,512GB,locked,damaged,$97.00
S25+,512GB,unlocked,flawless,$492.17
S25+,512GB,unlocked,good,$481.00
S25+,512GB,unlocked,fair,$417.00
S25+,512GB,unlocked,damaged,$102.00
Z FLIP 4,128GB,locked,flawless,$98.00
Z FLIP 4,128GB,locked,good,$82.00
Z FLIP 4,128GB,locked,fair,$43.00
Z FLIP 4,128GB,locked,damaged,$26.00
Z FLIP 4,128GB,unlocked,flawless,$136.73
Z FLIP 4,128GB,unlocked,good,$119.00
Z FLIP 4,128GB,unlocked,fair,$79.00
Z FLIP 4,128GB,unlocked,damaged,$28.00
Z FLIP 5,256GB,locked,flawless,$193.00
Z FLIP 5,256GB,locked,good,$162.00
Z FLIP 5,256GB,locked,fair,$133.00
Z FLIP 5,256GB,locked,damaged,$37.00
Z FLIP 5,256GB,unlocked,flawless,$205.77
Z FLIP 5,256GB,unlocked,good,$207.00
Z FLIP 5,256GB,unlocked,fair,$165.00
Z FLIP 5,256GB,unlocked,damaged,$77.00
Z FLIP 6,256GB,locked,flawless,$263.00
Z FLIP 6,256GB,locked,good,$223.00
Z FLIP 6,256GB,locked,fair,$133.00
Z FLIP 6,256GB,locked,damaged,$43.00
Z FLIP 6,256GB,unlocked,flawless,$267.86
Z FLIP 6,256GB,unlocked,good,$270.71
Z FLIP 6,256GB,unlocked,fair,$233.00
Z FLIP 6,256GB,unlocked,damaged,$63.00
Z FOLD 4,256GB,locked,flawless,$258.00
Z FOLD 4,256GB,locked,good,$267.00
Z FOLD 4,256GB,locked,fair,$141.00
Z FOLD 4,256GB,locked,damaged,$47.00
Z FOLD 4,256GB,unlocked,flawless,$292.56
Z FOLD 4,256GB,unlocked,good,$272.00
Z FOLD 4,256GB,unlocked,fair,$208.00
Z FOLD 4,256GB,unlocked,damaged,$72.00
Z FOLD 5,256GB,locked,flawless,$333.22
Z FOLD 5,256GB,locked,good,$292.00
Z FOLD 5,256GB,locked,fair,$200.00
Z FOLD 5,256GB,locked,damaged,$91.00
Z FOLD 5,256GB,unlocked,flawless,$340.17
Z FOLD 5,256GB,unlocked,good,$341.36
Z FOLD 5,256GB,unlocked,fair,$304.00
Z FOLD 5,256GB,unlocked,damaged,$107.00
Z FOLD 6,256GB,locked,flawless,$428.00
Z FOLD 6,256GB,locked,good,$398.00
Z FOLD 6,256GB,locked,fair,$233.00
Z FOLD 6,256GB,locked,damaged,$143.00
Z FOLD 6,256GB,unlocked,flawless,$551.00
Z FOLD 6,256GB,unlocked,good,$479.00
Z FOLD 6,256GB,unlocked,fair,$421.00
Z FOLD 6,256GB,unlocked,damaged,$143.00